set,drug,method,dataset,quality,sensitivity,sensitivity_sem,specificity,specificity_sem,PPV,PPV_sem,RR,SR,UR,RS,SS,US,Total
tbprofiler,EMB,UKMYC,bootstrap-0,HIGH,93.10344827586206,,85.91549295774648,,72.97297297297297,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-1,ALL,88.1578947368421,,81.32183908045977,,67.33668341708542,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-1,HIGH,92.85714285714286,,76.878612716763,,64.12556053811659,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-10,ALL,88.73239436619718,,84.07821229050279,,68.85245901639344,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-10,HIGH,91.54929577464789,,79.05027932960894,,63.41463414634146,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-11,ALL,89.47368421052632,,83.10626702997274,,65.74585635359117,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-11,HIGH,91.66666666666666,,81.97674418604652,,69.7560975609756,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-12,ALL,89.53488372093024,,85.0609756097561,,75.86206896551724,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-12,HIGH,92.19858156028369,,80.77994428969359,,65.32663316582915,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-13,ALL,87.09677419354838,,83.18840579710145,,69.94818652849742,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-13,HIGH,96.07843137254902,,80.11527377521614,,68.05555555555556,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-14,ALL,89.6969696969697,,87.46268656716418,,77.89473684210526,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-14,HIGH,93.28859060402685,,84.61538461538461,,72.02072538860104,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-15,ALL,87.58620689655172,,83.38028169014085,,68.27956989247312,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-15,HIGH,90.60402684563759,,83.1908831908832,,69.58762886597938,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-16,ALL,86.15384615384616,,82.70270270270271,,63.63636363636363,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-16,HIGH,89.93288590604027,,82.33618233618233,,68.36734693877551,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-17,ALL,85.80246913580247,,83.4319526627219,,71.28205128205128,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-17,HIGH,90.97222222222221,,80.89887640449437,,65.82914572864321,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-18,ALL,87.07482993197279,,81.01983002832861,,65.64102564102564,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-18,HIGH,88.88888888888889,,79.0273556231003,,68.77828054298642,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-19,ALL,82.80254777070064,,81.92419825072886,,67.70833333333334,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-19,HIGH,91.2751677852349,,85.47008547008546,,72.72727272727273,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-2,ALL,84.89208633093526,,83.37950138504155,,66.29213483146067,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-2,HIGH,91.97080291970804,,81.5426997245179,,65.28497409326425,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-20,ALL,87.66233766233766,,85.83815028901735,,73.36956521739131,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-20,HIGH,94.30379746835443,,80.7017543859649,,69.30232558139535,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-21,ALL,87.6923076923077,,80.27027027027027,,60.962566844919785,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-21,HIGH,89.93288590604027,,85.75498575498575,,72.82608695652173,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-22,ALL,89.58333333333334,,86.51685393258427,,72.88135593220339,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-22,HIGH,89.62962962962962,,81.91780821917808,,64.70588235294117,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-23,ALL,83.09859154929578,,86.31284916201118,,70.65868263473054,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-23,HIGH,91.33333333333333,,81.71428571428572,,68.1592039800995,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-24,ALL,82.3943661971831,,82.40223463687151,,65.0,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-24,HIGH,91.48936170212765,,79.94428969359332,,64.17910447761194,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-25,ALL,89.79591836734694,,85.55240793201133,,72.1311475409836,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-25,HIGH,86.70886075949366,,84.50292397660819,,72.10526315789474,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-26,ALL,88.27586206896552,,82.25352112676056,,67.01570680628272,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-26,HIGH,92.05298013245033,,81.9484240687679,,68.8118811881188,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-27,ALL,89.03225806451613,,79.42028985507247,,66.02870813397129,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-27,HIGH,90.38461538461539,,82.26744186046511,,69.80198019801979,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-28,ALL,92.94871794871796,,84.30232558139535,,72.8643216080402,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-28,HIGH,90.71428571428571,,79.16666666666666,,62.87128712871287,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-29,ALL,87.89808917197452,,83.38192419825073,,70.76923076923077,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-29,HIGH,91.44736842105263,,79.02298850574712,,65.56603773584906,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-3,ALL,89.78102189781022,,83.19559228650138,,66.84782608695652,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-3,HIGH,89.47368421052632,,80.17241379310344,,66.34146341463415,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-30,ALL,89.1156462585034,,84.70254957507082,,70.8108108108108,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-30,HIGH,85.23489932885906,,80.62678062678063,,65.12820512820512,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-31,ALL,85.40145985401459,,88.1542699724518,,73.125,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-31,HIGH,91.0958904109589,,82.20338983050848,,67.85714285714286,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-32,ALL,90.0709219858156,,85.51532033426183,,70.94972067039106,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-32,HIGH,93.4640522875817,,78.96253602305475,,66.20370370370371,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-33,ALL,87.85714285714286,,80.27777777777779,,63.4020618556701,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-33,HIGH,85.8108108108108,,84.6590909090909,,70.1657458563536,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-34,ALL,85.8108108108108,,83.52272727272727,,68.64864864864865,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-34,HIGH,92.41379310344827,,82.8169014084507,,68.71794871794872,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-35,ALL,86.04651162790698,,81.13207547169812,,61.32596685082873,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-35,HIGH,88.38709677419355,,82.6086956521739,,69.54314720812182,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-36,ALL,88.0,,84.85714285714285,,71.35135135135135,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-36,HIGH,91.24087591240875,,82.09366391184572,,65.78947368421053,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-37,ALL,86.61971830985915,,81.00558659217877,,64.3979057591623,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-37,HIGH,93.95973154362416,,82.62108262108262,,69.65174129353234,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-38,ALL,88.51351351351352,,83.23863636363636,,68.94736842105263,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-38,HIGH,92.20779220779221,,80.05780346820809,,67.29857819905213,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-39,ALL,88.23529411764706,,85.43956043956044,,69.36416184971098,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-39,HIGH,91.0344827586207,,80.28169014084507,,65.34653465346535,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-4,ALL,88.48920863309353,,84.7645429362881,,69.10112359550563,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-4,HIGH,93.83561643835617,,81.63841807909604,,67.82178217821783,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-40,ALL,89.47368421052632,,84.19618528610354,,67.2316384180791,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-40,HIGH,90.78947368421053,,80.74712643678161,,67.31707317073172,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-41,ALL,88.46153846153845,,84.05405405405405,,66.0919540229885,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-41,HIGH,89.1156462585034,,81.86968838526913,,67.17948717948717,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-42,ALL,81.42857142857143,,83.33333333333334,,65.51724137931035,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-42,HIGH,92.36641221374046,,81.02981029810297,,63.35078534031413,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-43,ALL,85.40145985401459,,84.29752066115702,,67.24137931034483,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-43,HIGH,90.06211180124224,,83.48082595870207,,72.13930348258707,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-44,ALL,90.84507042253522,,82.40223463687151,,67.1875,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-44,HIGH,92.44186046511628,,76.82926829268293,,67.65957446808511,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-45,ALL,88.88888888888889,,79.7752808988764,,64.0,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-45,HIGH,90.13157894736842,,84.19540229885058,,71.35416666666666,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-46,ALL,80.0,,83.01369863013699,,63.52941176470588,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-46,HIGH,92.19858156028369,,81.33704735376045,,65.98984771573603,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-47,ALL,94.96402877697841,,82.82548476454294,,68.04123711340206,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-47,HIGH,93.54838709677419,,79.71014492753623,,67.44186046511628,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-48,ALL,91.19496855345912,,82.99120234604106,,71.42857142857143,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-48,HIGH,86.76470588235294,,79.94505494505495,,61.78010471204188,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-49,ALL,83.33333333333334,,80.89887640449437,,63.829787234042556,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-49,HIGH,88.0,,82.28571428571428,,68.04123711340206,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-5,ALL,86.45161290322581,,84.92753623188406,,72.04301075268818,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-5,HIGH,91.21621621621621,,79.82954545454545,,65.53398058252428,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-6,ALL,87.21804511278195,,87.73841961852861,,72.04968944099379,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-6,HIGH,92.74193548387096,,78.72340425531915,,58.97435897435898,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-7,ALL,85.0,,83.88888888888889,,67.2316384180791,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-7,HIGH,90.27777777777779,,80.33707865168539,,65.0,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-8,ALL,84.67153284671532,,84.02203856749311,,66.66666666666666,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-8,HIGH,88.97058823529412,,78.2967032967033,,60.5,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-9,ALL,89.43661971830986,,87.15083798882681,,73.41040462427746,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrap-9,HIGH,90.29850746268657,,83.60655737704919,,66.85082872928176,,,,,,,,
tbprofiler,EMB,UKMYC,bootstrapped50,ALL,87.46479661441312,0.7775279789566627,83.64702552983232,0.5671257147846096,68.45718770748412,1.0093677378817953,,,,,,,
tbprofiler,EMB,UKMYC,bootstrapped50,HIGH,90.98931558005825,0.6009134052795346,81.39410444295969,0.5894255170787951,67.27107912954799,0.8739995854877903,,,,,,,
tbprofiler,EMB,UKMYC,entire,ALL,87.10801393728222,0.0,84.24753867791843,0.0,69.06077348066299,0.0,250.0,27.0,10.0,112.0,580.0,19.0,998.0
tbprofiler,EMB,UKMYC,entire,HIGH,90.30837004405286,0.0,81.41263940520446,0.0,67.21311475409836,0.0,205.0,16.0,6.0,100.0,420.0,18.0,765.0
tbprofiler,BDQ,MGIT,bootstrap-0,ALL,73.5632183908046,,99.16317991631799,,98.96907216494846,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-1,ALL,62.04081632653061,,99.2156862745098,,98.7012987012987,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-10,ALL,60.74380165289256,,98.44961240310077,,97.35099337748345,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-11,ALL,63.52459016393443,,98.046875,,96.875,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-12,ALL,63.095238095238095,,97.98387096774194,,96.95121951219512,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-13,ALL,71.30801687763713,,98.47908745247148,,97.6878612716763,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-14,ALL,64.25531914893618,,98.11320754716981,,96.7948717948718,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-15,ALL,68.6046511627907,,97.52066115702479,,96.72131147540983,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-16,ALL,62.544169611307424,,95.39170506912443,,94.6524064171123,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-17,ALL,67.62295081967213,,98.046875,,97.05882352941177,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-18,ALL,58.606557377049185,,99.21875,,98.62068965517241,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-19,ALL,67.76556776556777,,99.11894273127754,,98.93048128342245,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-2,ALL,68.0672268907563,,99.23664122137404,,98.78048780487805,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-20,ALL,67.85714285714286,,98.79032258064517,,98.27586206896551,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-21,ALL,63.035019455252915,,96.70781893004116,,95.29411764705881,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-22,ALL,62.19512195121951,,97.24409448818898,,95.625,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-23,ALL,69.7872340425532,,98.11320754716981,,97.0414201183432,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-24,ALL,63.369963369963365,,98.23788546255507,,97.74011299435028,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-25,ALL,62.055335968379445,,97.97570850202429,,96.91358024691358,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-26,ALL,68.16479400749064,,99.57081545064378,,99.4535519125683,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-27,ALL,67.81609195402298,,98.32635983263597,,97.79005524861878,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-28,ALL,73.30677290836654,,99.19678714859438,,98.9247311827957,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-29,ALL,68.65079365079364,,98.79032258064517,,98.29545454545455,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-3,ALL,65.9090909090909,,98.72881355932203,,98.30508474576271,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-30,ALL,68.85245901639344,,98.046875,,97.10982658959537,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-31,ALL,67.85714285714286,,98.79032258064517,,98.27586206896551,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-32,ALL,65.234375,,98.36065573770492,,97.6608187134503,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-33,ALL,69.56521739130434,,98.38056680161942,,97.77777777777777,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-34,ALL,65.75875486381322,,98.35390946502058,,97.6878612716763,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-35,ALL,70.0,,97.91666666666666,,97.32620320855615,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-36,ALL,69.76744186046511,,98.34710743801654,,97.82608695652173,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-37,ALL,64.14342629482071,,98.79518072289156,,98.17073170731707,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-38,ALL,62.890625,,98.36065573770492,,97.57575757575758,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-39,ALL,63.837638376383765,,97.81659388646288,,97.19101123595506,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-4,ALL,60.91954022988506,,98.74476987447699,,98.14814814814815,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-40,ALL,70.76923076923077,,98.75,,98.3957219251337,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-41,ALL,65.23297491039428,,97.73755656108597,,97.32620320855615,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-42,ALL,66.41509433962264,,100.0,,100.0,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-43,ALL,68.77470355731225,,97.97570850202429,,97.20670391061452,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-44,ALL,68.81720430107528,,99.5475113122172,,99.48186528497409,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-45,ALL,64.63878326996198,,98.31223628691983,,97.70114942528735,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-46,ALL,66.66666666666666,,98.30508474576271,,97.77777777777777,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-47,ALL,66.53543307086615,,96.7479674796748,,95.48022598870057,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-48,ALL,69.26229508196722,,98.4375,,97.6878612716763,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-49,ALL,67.72908366533864,,98.79518072289156,,98.26589595375722,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-5,ALL,65.0,,98.07692307692307,,96.8944099378882,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-6,ALL,71.32352941176471,,98.24561403508771,,97.97979797979798,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-7,ALL,64.22764227642277,,99.60629921259843,,99.37106918238993,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-8,ALL,64.91228070175438,,98.52941176470588,,97.36842105263158,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrap-9,ALL,67.04545454545455,,98.72881355932203,,98.33333333333333,,,,,,,,
tbprofiler,BDQ,MGIT,bootstrapped50,ALL,66.40132965630868,0.9222577173433594,98.38752683986003,0.21954643377747346,97.71548018369904,0.29608494819163117,,,,,,,
tbprofiler,BDQ,MGIT,entire,ALL,67.00507614213198,0.0,98.15789473684211,0.0,97.41697416974169,0.0,264.0,126.0,4.0,7.0,373.0,0.0,774.0
tbprofiler,LZD,UKMYC,bootstrap-0,ALL,21.311475409836063,,99.54441913439635,,86.66666666666667,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-0,HIGH,36.36363636363637,,99.3421052631579,,84.21052631578947,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-1,ALL,35.9375,,99.54128440366972,,92.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-1,HIGH,41.66666666666667,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-10,ALL,15.686274509803921,,99.77728285077951,,88.88888888888889,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-10,HIGH,52.0,,99.77777777777777,,96.29629629629629,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-11,ALL,31.48148148148148,,99.77578475336323,,94.44444444444444,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-11,HIGH,54.761904761904766,,99.78165938864629,,95.83333333333334,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-12,ALL,33.33333333333333,,99.54545454545455,,90.9090909090909,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-12,HIGH,44.680851063829785,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-13,ALL,23.28767123287671,,99.76580796252928,,94.44444444444444,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-13,HIGH,48.97959183673469,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-14,ALL,26.153846153846157,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-14,HIGH,40.54054054054054,,99.78401727861771,,93.75,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-15,ALL,20.0,,99.76744186046511,,93.33333333333333,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-15,HIGH,36.36363636363637,,99.56140350877193,,88.88888888888889,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-16,ALL,40.0,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-16,HIGH,28.846153846153843,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-17,ALL,17.46031746031746,,99.54233409610984,,84.61538461538461,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-17,HIGH,45.83333333333333,,99.77876106194691,,95.65217391304348,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-18,ALL,35.08771929824561,,99.77426636568849,,95.23809523809523,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-18,HIGH,42.592592592592595,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-19,ALL,27.419354838709676,,99.77168949771689,,94.44444444444444,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-19,HIGH,35.714285714285715,,99.56331877729258,,88.23529411764706,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-2,ALL,26.0,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-2,HIGH,39.53488372093023,,99.78118161925602,,94.44444444444444,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-20,ALL,31.147540983606557,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-20,HIGH,37.83783783783784,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-21,ALL,28.57142857142857,,99.54233409610984,,90.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-21,HIGH,31.914893617021278,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-22,ALL,20.8955223880597,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-22,HIGH,48.837209302325576,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-23,ALL,29.508196721311474,,99.31662870159454,,85.71428571428571,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-23,HIGH,33.33333333333333,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-24,ALL,45.45454545454545,,99.53917050691244,,93.75,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-24,HIGH,44.18604651162791,,99.78118161925602,,95.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-25,ALL,21.052631578947366,,99.77426636568849,,92.3076923076923,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-25,HIGH,55.319148936170215,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-26,ALL,26.31578947368421,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-26,HIGH,57.446808510638306,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-27,ALL,45.3125,,99.77064220183486,,96.66666666666667,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-27,HIGH,40.476190476190474,,99.78165938864629,,94.44444444444444,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-28,ALL,33.92857142857143,,99.77477477477478,,95.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-28,HIGH,41.66666666666667,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-29,ALL,44.642857142857146,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-29,HIGH,46.93877551020408,,99.77827050997783,,95.83333333333334,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-3,ALL,15.09433962264151,,99.55257270693512,,80.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-3,HIGH,50.0,,99.78354978354979,,95.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-30,ALL,27.450980392156865,,98.88641425389754,,73.68421052631578,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-30,HIGH,35.13513513513514,,99.78401727861771,,92.85714285714286,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-31,ALL,24.561403508771928,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-31,HIGH,44.18604651162791,,99.78118161925602,,95.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-32,ALL,18.51851851851852,,99.55156950672645,,83.33333333333334,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-32,HIGH,57.14285714285714,,99.78165938864629,,96.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-33,ALL,35.41666666666667,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-33,HIGH,52.38095238095239,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-34,ALL,26.47058823529412,,99.30555555555556,,85.71428571428571,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-34,HIGH,31.70731707317073,,99.56427015250546,,86.66666666666667,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-35,ALL,29.629629629629626,,99.77578475336323,,94.11764705882352,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-35,HIGH,48.78048780487805,,99.56427015250546,,90.9090909090909,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-36,ALL,22.807017543859647,,99.77426636568849,,92.85714285714286,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-36,HIGH,28.846153846153843,,99.77678571428571,,93.75,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-37,ALL,40.0,,99.54022988505747,,92.85714285714286,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-37,HIGH,41.66666666666667,,99.77876106194691,,95.23809523809523,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-38,ALL,22.950819672131146,,99.54441913439635,,87.5,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-38,HIGH,43.75,,99.77876106194691,,95.45454545454545,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-39,ALL,27.586206896551722,,100.0,,100.0,,,,,,,,
tbprofiler,LZD,UKMYC,bootstrap-39,HIGH,43.47826086956522,,100.0,,100.0,,,,,,,,
