ENA_RUN_ACCESSION,SET1,ANTIBIOGRAM1,SET2,ANTIBIOGRAM2,SET3,ANTIBIOGRAM3
ERR2515429,basic,SSSUSSSSSSSSSSS,nulls,SSSUSSSSSSSSSSS,nulls+minors,SSSUSSSSSSSSSSS
ERR2515431,basic,SSSSSSUUSSSSSSS,nulls,SSSSSSUUSSSSSSS,nulls+minors,SSSSSSUUSSSSSSS
ERR2515432,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515434,basic,SSSSSSSSSRSSSSS,nulls,SSSSSSSSSRSSSSS,nulls+minors,SSSSSSSSSRSSSSS
ERR2515438,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SRSSSSSSSUSSSSS
ERR2515442,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515443,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515444,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515445,basic,RRRRSSSSSSSRSSS,nulls,RRRRSSSSSSSRSSS,nulls+minors,RRRRSSSSSSSRSSS
ERR2515447,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515448,basic,RRRRSSSSSSSRUSS,nulls,RRRRSSSSSSSRUSS,nulls+minors,RRRRSSSSSSSRUSS
ERR2515451,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515452,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515459,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515461,basic,SSSSSSUUSSSSSSS,nulls,SFSSSSUUSSSSSSS,nulls+minors,SFSSSSUUSSSSSSS
ERR2515466,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR2515467,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515468,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515470,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515472,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515473,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR2515474,basic,RRRRSSRRSSSRUSS,nulls,RRRRSSRRSSSRUSS,nulls+minors,RRRRSSRRSSSRUSS
ERR2515478,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515482,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR2515486,basic,RRRRSSRRSSUUUUU,nulls,RRRRSSRRSSUUUUU,nulls+minors,RRRRSSRRSSUUUUU
ERR2515488,basic,RRRRSSSSUSSSRSS,nulls,RRRRSSSSUSSSRSS,nulls+minors,RRRRSSSSUSSSRSS
ERR2515495,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515499,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515500,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515502,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515504,basic,RSSSSSSSSSSSSSS,nulls,RSSSSSSSSSSSSSS,nulls+minors,RSSSSSSSSSSSSSS
ERR2515505,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515506,basic,RRRUSUSSSRSRRSS,nulls,RRRUSUSSSRSRRSS,nulls+minors,RRRUSUSSSRSRRSS
ERR2515516,basic,SSSSSSSSSRSSSSS,nulls,SSSSSSSSSRSSSSS,nulls+minors,SSSSSSSSSRSSSSS
ERR2515522,basic,SSSSSSSSSRSSSSS,nulls,SSSSSSSSSRSSSSS,nulls+minors,SSSSSSSSSRSSSSS
ERR2515529,basic,USSSSSSSSSSUSSS,nulls,USSSSSSSSSSUSSS,nulls+minors,USSSSSSSSSSUSSS
ERR2515532,basic,RRSSSSSSSSURUUS,nulls,RRSSSSSSSSURUUS,nulls+minors,RRSSSSSSSSURUUS
ERR2515537,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515538,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515541,basic,RRRRRSRRRSRRRRR,nulls,RRRRRSRRRSRRRRR,nulls+minors,RRRRRRRRRSRRRRR
ERR2515544,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR2515548,basic,SSSSSUSSSUSSSSS,nulls,SSSSSUSSSUSSSSS,nulls+minors,SSSSSUSSSUSSSSS
ERR2515549,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515552,basic,RRURSSSSSSSSRSS,nulls,RRURSSSSSSSSRSS,nulls+minors,RRURSSSSSSSSRSS
ERR2515554,basic,RRRRSSSSSUSRRSS,nulls,RRRRSSSSSUSRRSS,nulls+minors,RRRRSSSSSUSRRSS
ERR2515555,basic,SSSSSSSSSRSSUSS,nulls,SSSSSSSSSRSSUSS,nulls+minors,SSSSSSSSSRSSUSS
ERR2515556,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515557,basic,SSSSSUUUSUUUUUU,nulls,SSSSSUUUSUUUUUU,nulls+minors,SSSSSUUUSUUUUUU
ERR2515565,basic,SRSSSUSSSSSSSSS,nulls,SRSSSUSSSSSSSSS,nulls+minors,SRSSSUSSSSSSSSS
ERR2515566,basic,SSSSSSSSSSSUSSS,nulls,SSSSSSSSSSSUSSS,nulls+minors,SSSSSSSSSSSUSSS
ERR2515570,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515571,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR2515572,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515574,basic,SSSSSSSSSSSSSSS,nulls,SFSSSSSSSSSSSSS,nulls+minors,SFSSSSSSSSSSSSS
ERR2515578,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515582,basic,SSSSSSSSSRSSSSS,nulls,SSSSSSSSSRSSSSS,nulls+minors,SSSSSSSSSRSSSSS
ERR2515587,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515596,basic,SSSSSSSSSUSSSSU,nulls,SSSSSSSSSUSSSSU,nulls+minors,SSSSSSSSSUSSSSU
ERR2515601,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515602,basic,SSSSSSSSSUUUSUU,nulls,SSSSSSSSSUUUSUU,nulls+minors,SSSSSSSSSUUUSUU
ERR2515603,basic,RRSRSSSSSSSSSSS,nulls,RRSRSSSSSSSSSSS,nulls+minors,RRSRSSSSSSSSSSS
ERR2515606,basic,RRRRSSSSUSSRRSS,nulls,RRRRSSSSUSSRRSS,nulls+minors,RRRRSSSSUSSRRSS
ERR2515607,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515608,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515610,basic,SSSSSSUSSRSSSSS,nulls,SSSSSSUSSRSSSSS,nulls+minors,SSSSSSUSSRSSSSS
ERR2515612,basic,RRRRSSSSSRSRSSS,nulls,RRRRSSSSSRSRSSS,nulls+minors,RRRRSSSSSRSRSSS
ERR2515614,basic,RRRRSURRSSSRRSS,nulls,RRRRSURRSSSRRSS,nulls+minors,RRRRSURRSSSRRSS
ERR2515615,basic,RRRRSSRRSSSRUSS,nulls,RRRRSSRRSSSRUSS,nulls+minors,RRRRSSRRSSSRUSS
ERR2515618,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515620,basic,USSSSSSSSSUUSUU,nulls,USSSSSSSSSUUSUU,nulls+minors,USSSSSSSSSUUSUU
ERR2515621,basic,SSSSSSUUSSSSSSS,nulls,SSSSSSUUSSSSSSS,nulls+minors,SSSSSSUUSSSSSSS
ERR2515622,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,RRSRSSRRSSRSRRR
ERR2515623,basic,RRSSSSUUSUSSRSS,nulls,RRSSSSUUSUSSRSS,nulls+minors,RRSSSSUUSUSSRSS
ERR2515624,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515628,basic,SRSSSSUUSSSSSSS,nulls,SRSSSSUUSSSSSSS,nulls+minors,SRSSSSUUSSSSSSS
ERR2515630,basic,SSSSSUSSSUSSSSS,nulls,SSSSSUSSSUSSSSS,nulls+minors,SSSSSUSSSUSSSSS
ERR2515633,basic,RRSRSSSSSSSSRSS,nulls,RRSRSSSSSSSSRSS,nulls+minors,RRSRSSSSSSSSRSS
ERR2515634,basic,RRSSSSSSSSSSRSS,nulls,RRSSSSSSSSSSRSS,nulls+minors,RRSSSSSSSSSSRSS
ERR2515635,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515637,basic,RRSRSSSSSSSSSSS,nulls,RRSRSSSSSSSSSSS,nulls+minors,RRSRSSSSSSSSSSS
ERR2515638,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515641,basic,SSSSSSSSSSSSUSS,nulls,SSSSSSSSSSSSUSS,nulls+minors,SSSSSSSSSSSSUSS
ERR2515643,basic,RRRRSUSSSUURUUU,nulls,RRRRSUSSSUURUUU,nulls+minors,RRRRSUSSSUURUUU
ERR2515652,basic,SSSSSSUUSSSSSSS,nulls,SSSSSSUUSSSSSSS,nulls+minors,SSSSSSUUSSSSSSS
ERR2515655,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515656,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515658,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR2515661,basic,URSSSSSSSSSSSSS,nulls,URSSSSSSSSSSSSS,nulls+minors,URSSSSSSSSSSSSS
ERR2515662,basic,SSRSSSSSSSSSSSS,nulls,SSRSSSSSSSSSSSS,nulls+minors,SSRSSSSSSSSSSSS
ERR2515664,basic,RRURSSSSSSSUSSS,nulls,RRURSSSSSSSUSSS,nulls+minors,RRURSSSSSSSUSSS
ERR2515669,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515671,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515676,basic,SUSSSSSSSRSSSSS,nulls,SUSSSSSSSRSSSSS,nulls+minors,SUSSSSSSSRSSSSS
ERR2515677,basic,RRSRSSSSSSSSSSS,nulls,RRSRSSSSSSSSSSS,nulls+minors,RRSRSSSSSSSSSSS
ERR2515678,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515679,basic,SSSSSSSSSRSSSSS,nulls,SSSSSSSSSRSSSSS,nulls+minors,SSSSSSSSSRSSSSS
ERR2515682,basic,RRRRSURRSSRRRRR,nulls,RRRRSURRSSRRRRR,nulls+minors,RRRRSURRSSRRRRR
ERR2515685,basic,SSSSSSSSSSUUSUU,nulls,SSSSSSSSSSUUSUU,nulls+minors,SSSSSSSSSSUUSUU
ERR2515687,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515691,basic,RRSSSSSSSRSSSSS,nulls,RRSSSSSSSRSSSSS,nulls+minors,RRSSSSSSSRSSSSS
ERR2515692,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515694,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515701,basic,SSSSSSSSSSUSSUS,nulls,SSSSSSSSSSUSSUS,nulls+minors,SSSSSSSSSSUSSUS
ERR2515705,basic,RRRRSSSSSSSRUSS,nulls,RRRRSSSSSSSRUSS,nulls+minors,RRRRSSSSSSSRUSS
ERR2515707,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515709,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515712,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515713,basic,RRRRSSUUSSSRSSS,nulls,RRRRSSUUSSSRSSS,nulls+minors,RRRRSSUUSSSRSSS
ERR2515714,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515717,basic,SSSSSSSSSSSUUSS,nulls,SSSSSSSSSSSUUSS,nulls+minors,SSSSSSSSSSSUUSS
ERR2515718,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515720,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515724,basic,RRRRSUSSSSSRRSS,nulls,RRRRSUSSSSSRRSS,nulls+minors,RRRRSUSSSSSRRSS
ERR2515728,basic,SUSSSSSSSSSSSSS,nulls,SUSSSSSSSSSSSSS,nulls+minors,SUSSSSSSSSSSSSS
ERR2515730,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515731,basic,SSRSSSSSSSSSSSS,nulls,SSRSSSSSSSSSSSS,nulls+minors,SSRSSSSSSSSSSSS
ERR2515733,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515734,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR2515735,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR2515737,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515739,basic,RRRUSSSSSURRRRR,nulls,RRRUSSSSSURRRRR,nulls+minors,RRRUSSSSSURRRRR
ERR2515740,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR2515744,basic,SSSSSSUSSRSSSSS,nulls,SSSSSSUSSRSSSSS,nulls+minors,SSSSSSUSSRSSSSS
ERR2515748,basic,RRSSSSSSSSSSRSS,nulls,RRSSSSSSSSSSRSS,nulls+minors,RRSSSSSSSSSSRSS
ERR2515750,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515753,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515754,basic,RRRRSURRSRRRRRR,nulls,RRRRSURRSRRRRRR,nulls+minors,RRRRSURRSRRRRRR
ERR2515755,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515758,basic,RRRRSSSSSSSRRSS,nulls,RRRRSSSSSSSRRSS,nulls+minors,RRRRSSSSSSSRRSS
ERR2515759,basic,RRRSSSSSSSSRRSS,nulls,RRRSSSSSSSSRRSS,nulls+minors,RRRSSSSSSSSRRSS
ERR2515760,basic,SSSSSSSSSSSUUSS,nulls,SSSSSSSSSSSUUSS,nulls+minors,SSSSSSSSSSSUUSS
ERR2515766,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515767,basic,RSSSSSSSSSSSRSS,nulls,RSSSSSSSSSSSRSS,nulls+minors,RSSSSSSSSSSSRSS
ERR2515769,basic,USSSSSSSSSSSUSS,nulls,USSSSSSSSSSSUSS,nulls+minors,USSSSSSSSSSSUSS
ERR2515774,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515775,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515777,basic,RRRRSSUUSSSRRUS,nulls,RRRRSSUUSSSRRUS,nulls+minors,RRRRSSUUSSSRRUS
ERR2515780,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515781,basic,RRSSSSSSSSSSRSS,nulls,RRSSSSSSSSSSRSS,nulls+minors,RRSSSSSSSSSSRSS
ERR2515782,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515791,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515793,basic,RSSSSSSSSUSRSSS,nulls,RSSSSSSSSUSRSSS,nulls+minors,RSSSSSSSSUSRSSS
ERR2515795,basic,SSSSSUSSSSSSSSS,nulls,SSSSSUSSSSSSSSS,nulls+minors,SSSSSUSSSSSSSSS
ERR2515799,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515808,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515811,basic,SSSSSSSSSRUSSUS,nulls,SSSSSSSSSRUSSUS,nulls+minors,SSSSSSSSSRUSSUS
ERR2515813,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515818,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515823,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515825,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515831,basic,SSSSSSSSSSUSSUS,nulls,SSSSSSSSSSUSSUS,nulls+minors,SSSSSSSSSSUSSUS
ERR2515839,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR2515843,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515844,basic,USSSSSSSSSSSUSS,nulls,USSSSSSSSSSSUSS,nulls+minors,USSSSSSSSSSSUSS
ERR2515845,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515847,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515850,basic,SSSUSSSSSSSSSSS,nulls,SSSUSSSSSSSSSSS,nulls+minors,SSSUSSSSSSSSSSS
ERR2515858,basic,RSSSSSSSSSSSRSS,nulls,RSSSSSSSSSSSRSS,nulls+minors,RSSSSSSSSSSSRSS
ERR2515864,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR2515865,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515870,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515871,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515874,basic,RRSSSSSSUSSSRSS,nulls,RRSSSSSSUSSSRSS,nulls+minors,RRSSSSSSUSSSRSS
ERR2515875,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515881,basic,RRSSSSSSSSSSRSS,nulls,RRSSSSSSSSSSRSS,nulls+minors,RRSSSSSSSSSSRSS
ERR2515882,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515884,basic,SSSSSUSSSUUUSUU,nulls,SSSSSUSSSUUUSUU,nulls+minors,SSSSSUSSSUUUSUU
ERR2515889,basic,SSSSSUSSSSSSSSS,nulls,SSSSSUSSSSSSSSS,nulls+minors,SSSSSUSSSSSSSSS
ERR2515890,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515893,basic,USSSSSSSSSSSSSS,nulls,USSSSSSSSSSSSSS,nulls+minors,USSSSSSSSSSSSSS
ERR2515900,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515903,basic,RRUSSSSSSRSURSS,nulls,RRUSSSSSSRSURSS,nulls+minors,RRUSSSSSSRSURSS
ERR2515908,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515909,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515910,basic,RRSRSSUUUSRRRRR,nulls,RRSRSSUUUSRRRRR,nulls+minors,RRSRSSUUUSRRRRR
ERR2515913,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515915,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR2515916,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515917,basic,RRSRSSSSSRSUSSS,nulls,RRSRSSSSSRSUSSS,nulls+minors,RRSRSSSSSRSUSSS
ERR2515921,basic,SSSSSSUUSSSSSSS,nulls,SSSSSSUUSSSSSSS,nulls+minors,SSSSSSUUSSSSSSS
ERR2515922,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515932,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515933,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR2515937,basic,RRSUSSSSSRSUUSS,nulls,RRSUSSSSSRSUUSS,nulls+minors,RRSUSSSSSRSUUSS
ERR2515938,basic,RRSSSSSSSSSSSSS,nulls,RRSSSSSSSSSSSSS,nulls+minors,RRSSSSSSSSSSSSS
ERR2515939,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515946,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515947,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515948,basic,RRRRSUSSSSSRRSS,nulls,RRRRSUSSSSSRRSS,nulls+minors,RRRRSUSSSSSRRSS
ERR2515949,basic,RRSRSSSSUSSSRSS,nulls,RRSRSSSSUSSSRSS,nulls+minors,RRSRSSSSUSSSRSS
ERR2515951,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515952,basic,RRURSSSSSSSRSSS,nulls,RRURSSSSSSSRSSS,nulls+minors,RRURSSSSSSSRSSS
ERR2515954,basic,SSSSSSUUSSSSSSS,nulls,SSSSSSUUSSSSSSS,nulls+minors,SSSSSSUUSSSSSSS
ERR2515957,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515963,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515964,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515965,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR2515970,basic,SSSSSSSSSRSSSSS,nulls,SSSSSSSSSRSSSSS,nulls+minors,SSSSSSSSSRSSSSS
ERR2515972,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515974,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515975,basic,SSSSSUSSSUUUUUU,nulls,SSSSSUSSSUUUUUU,nulls+minors,SSSSSUSSSUUUUUU
ERR2515976,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
