ENA_RUN_ACCESSION,SET1,ANTIBIOGRAM1,SET2,ANTIBIOGRAM2,SET3,ANTIBIOGRAM3
ERR2510444,basic,SSSSSSSSSRSSSSS,nulls,SSSSSSSSSRSSSSS,nulls+minors,SSSSSSSSSRSSSSS
ERR2510491,basic,RRRRSSRRSURUSRR,nulls,RRRRSSRRSURUSRR,nulls+minors,RRRRSSRRSURUSRR
ERR2510493,basic,RRRUSSSSSSSUUSS,nulls,RRRUSSSSSSSUUSS,nulls+minors,RRRUSSSSSSSUUSS
ERR2510499,basic,RRSRSSRRSSSURSS,nulls,RRSRSSRRSSSURSS,nulls+minors,RRSRSSRRSSSURSS
ERR2510503,basic,RRSRSSSSSSSRSSS,nulls,RRSRSSSSSSSRSSS,nulls+minors,RRRRSSSSSSSRSSS
ERR2510504,basic,RRSRSSRRSSSRSSS,nulls,RRSRSSRRSSSRSSS,nulls+minors,RRSRSSRRSSSRSSS
ERR2510526,basic,RRRRSSSSSUSUSSS,nulls,RRRRSSSSSUSUSSS,nulls+minors,RRRRSSSSSUSUSSS
ERR2510548,basic,RRSSSSRRSSSSSSS,nulls,RRSSSSRRSSSSSSS,nulls+minors,RRSSSSRRSSSSSSS
ERR2510551,basic,RRRRRSRRRUSRSSS,nulls,RRRRRSRRRUSRSSS,nulls+minors,RRRRRSRRRUSRSSS
ERR2510601,basic,RSSSSSSSSUSRRSS,nulls,RSSSSSSSSUSRRSS,nulls+minors,RSSSSSSSSUSRRSS
ERR2510654,basic,RRRRSSRRSSRSRRS,nulls,RRRRSSRRSSRSRRS,nulls+minors,RRRRSSRRSSRSRRS
ERR2510655,basic,RRURSSSSSUSRUSS,nulls,RRURSSSSSUSRUSS,nulls+minors,RRURSSSSSUSRUSS
ERR2510656,basic,RRSSSSRRSRSRRSS,nulls,RRSSSSRRSRSRRSS,nulls+minors,RRSSSSRRSRSRRSS
ERR2510657,basic,RRRRSSSSSSSRRSS,nulls,RRRRSSSSSSSRRSS,nulls+minors,RRRRSSSSSSSRRSS
ERR2510658,basic,RRUSSSSSSSSUSSS,nulls,RRUSSSSSSSSUSSS,nulls+minors,RRUSSSSSSSSUSSS
ERR2510660,basic,RRRRSSRRSSSRSSS,nulls,RRRRSSRRSSSRSSS,nulls+minors,RRRRSSRRSSSRSSS
ERR2510668,basic,RRRRSSSSSSSUSSS,nulls,RRRRSSSSSSSUSSS,nulls+minors,RRRRSSSSSSSUSSS
ERR2510669,basic,RRRRSSRRSSRRSRR,nulls,RRRRSSRRSSRRSRR,nulls+minors,RRRRSSRRSSRRSRR
ERR2510670,basic,RURRUSSSUUSRSSS,nulls,RURRUSSSUUSRSSS,nulls+minors,RRRRUSSSUUSRSSS
ERR2510671,basic,RRRRSSRRSURRRRR,nulls,RRRRSSRRSURRRRR,nulls+minors,RRRRSSRRSURRRRR
ERR2510672,basic,RRSUSSRRSSRRRRR,nulls,RRSUSSRRSSRRRRR,nulls+minors,RRSUSSRRSSRRRRR
ERR2510673,basic,RRRRSSSSSSSRRRS,nulls,RRRRSSSSSSSRRRS,nulls+minors,RRRRSSSSSSSRRRS
ERR2510676,basic,RRURSSSSSUURRUS,nulls,RRURSSSSSUURRUS,nulls+minors,RRURSSSSSUURRUS
ERR2510682,basic,RRRUSSSSSSSRRRS,nulls,RRRUSSSSSSSRRRS,nulls+minors,RRRUSSRRSSSRRRS
ERR2510685,basic,RRRRSSSSSSSRRSS,nulls,RRRRSSSSSSSRRSS,nulls+minors,RRRRSSSSSSSRRSS
ERR2510686,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR2510689,basic,RRRRSSSSSSSRRSS,nulls,RRRRSSSSSSFRRFF,nulls+minors,RRRRSSSSSSFRRFF
ERR2510690,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR2510693,basic,RRSUSSRRSSRRRRR,nulls,RRSUSSRRSSRRRRR,nulls+minors,RRSUSSRRSSRRRRR
ERR2510694,basic,RRSUSSRRSSRRRRR,nulls,RRSUSSRRSSRRRRR,nulls+minors,RRSUSSRRSSRRRRR
ERR2510695,basic,RRRRSSSSSSRUURR,nulls,RRRRSSSSSSRUURR,nulls+minors,RRRRSSSSSSRUURR
ERR2510696,basic,RRRRSSSSSSURSUS,nulls,RRRRSSSSSSURSUS,nulls+minors,RRRRSSSSSSURSUS
ERR2510702,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR2510703,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR2510704,basic,RRRRSSUUSSSRRSS,nulls,RRRRSSUUSSSRRSS,nulls+minors,RRRRSSUUSSSRRSS
ERR2510705,basic,RRURSSRRSSSSSRS,nulls,RRURSSRRSSSSSRS,nulls+minors,RRURSSRRSSSSSRS
ERR2510706,basic,RRRRSSSSSSSRRSS,nulls,RRRRSSSSSSSRRSS,nulls+minors,RRRRSSSSSSSRRSS
ERR2510707,basic,RSRRSUSSSSSRRSS,nulls,RSRRSUSSSSSRRSS,nulls+minors,RRRRSUSSSSSRRSS
ERR2510709,basic,RRRRSSRRSRRRRRR,nulls,RRRRSSRRSRRRRRR,nulls+minors,RRRRSSRRSRRRRRR
ERR2510710,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR2510711,basic,RRRUSSRRSSSRRRS,nulls,RRRUSSRRSSSRRRS,nulls+minors,RRRUSSRRSSSRRRS
ERR2510714,basic,RRSRSSSSSSSSSSS,nulls,RRSRSSSSSSSSSSS,nulls+minors,RRRRSSRRSSSSSSS
ERR2510723,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR2510725,basic,RRURSSRRSSRRRRR,nulls,RRURSSRRSSRRRRR,nulls+minors,RRURSSRRSSRRRRR
ERR2510729,basic,RRRRSSRRSUURRUS,nulls,RRRRSSRRSUURRUS,nulls+minors,RRRRSSRRSUURRUS
ERR2510732,basic,RRSSSSSSSSSRRSS,nulls,RRSSSSSSSSSRRSS,nulls+minors,RRSSSSSSSSSRRSS
ERR2510733,basic,RRRUSSRRSSRRRRR,nulls,RRRUSSRRSSRRRRR,nulls+minors,RRRUSSRRSSRRRRR
ERR2510734,basic,RRRRSSSSSSRUURR,nulls,RRRRSSSSSSRUURR,nulls+minors,RRRRSSSSSSRUURR
ERR2510735,basic,RRRUSSRRSSRRRRR,nulls,RRRUSSRRSSRRRRR,nulls+minors,RRRUSSRRSSRRRRR
ERR2510764,basic,RRRRSSRRSUSRRSS,nulls,RRRRSSRRSUSRRSS,nulls+minors,RRRRSSRRSUSRRSS
ERR2510798,basic,RRRRSSRRSSURSUS,nulls,RRRRSSRRSSURSUS,nulls+minors,RRRRSSRRSSURSUS
ERR2510823,basic,RRURSSSSSSRRSRR,nulls,RRURSSSSSSRRSRR,nulls+minors,RRURSSSSSSRRSRR
ERR2510826,basic,RRRRSSRRSURRRRR,nulls,RRRRSSRRSURRRRR,nulls+minors,RRRRSSRRSURRRRR
ERR2510827,basic,RRRRSSRRSURRRRR,nulls,RRRRSSRRSURRRRR,nulls+minors,RRRRSSRRSURRRRR
ERR2510832,basic,RRRRSSSSSSSRRSS,nulls,RRRRSSSSSSSRRSS,nulls+minors,RRRRSSSSSSSRRSS
ERR2510834,basic,URSRSSSSSSSRSRS,nulls,URSRSSSSSSSRSRS,nulls+minors,URSRSSSSSSSRSRS
ERR2510841,basic,RRSSSSRRSSSRSSS,nulls,RRSSSSRRSSSRSSS,nulls+minors,RRSSSSRRSSSRSSS
ERR2510843,basic,RRSRSSRRSSSRSSS,nulls,RRSRSSRRSSSRSSS,nulls+minors,RRSRSSRRSSRRSRR
ERR2510844,basic,RRRRSSRRSURRRRR,nulls,RRRRSSRRSURRRRR,nulls+minors,RRRRSSRRSURRRRR
ERR2510845,basic,RRSRSSRRSSSRSSS,nulls,RRSRSSRRSSSRSSS,nulls+minors,RRRRSSRRSSRRSRR
ERR2510846,basic,RRSRSSRRSSSRRSS,nulls,RRSRSSRRSSSRRSS,nulls+minors,RRSRSSRRSSSRRSS
ERR2510847,basic,RRSRSSSSSSSRRRS,nulls,RRSRSSSSSSSRRRS,nulls+minors,RRSRSSRRSSSRRRS
ERR2510848,basic,RRRRSSRRSSSRUSS,nulls,RRRRSSRRSSSRUSS,nulls+minors,RRRRSSRRSSSRUSS
ERR2510849,basic,RRSUSSRRSSRRRRR,nulls,RRSUSSRRSSRRRRR,nulls+minors,RRSUSSRRSSRRRRR
ERR2510850,basic,RRRRSSRRSSSRUSS,nulls,RRRRSSRRSSSRUSS,nulls+minors,RRRRSSRRSSSRUSS
ERR2510851,basic,RRRUSSSSSSSUSSS,nulls,RRRUSSSSSSSUSSS,nulls+minors,RRRUSSSSSSSUSSS
ERR2510852,basic,RRRRSSSSSSRRSRR,nulls,RRRRSSSSSSRRSRR,nulls+minors,RRRRSSSSSSRRSRR
ERR2510853,basic,RRRRSSRRSSSRRSS,nulls,RRRRSSRRSSSRRSS,nulls+minors,RRRRSSRRSSRRRRR
ERR2510854,basic,RRSUSSSSSSSRRRS,nulls,RRSUSSSSSSSRRRS,nulls+minors,RRSUSSSSSSSRRRS
ERR2510855,basic,SSSSUSSSUSSSSSS,nulls,SSSSUSSSUSSSSSS,nulls+minors,SSSSUSSSUSSSSSS
ERR2510856,basic,RRSUSSSSSSSRRRS,nulls,RRSUSSSSSSSRRRS,nulls+minors,RRSUSSSSSSSRRRS
ERR2510857,basic,RRRRSSSSSUSRSSS,nulls,RRRRSSSSSUSRSSS,nulls+minors,RRRRSSSSSUSRSSS
ERR2510858,basic,RRRRSSSSSUSRSSS,nulls,RRRRSSSSSUSRSSS,nulls+minors,RRRRSSSSSUSRSSS
ERR2510862,basic,RRRUSSSSSSSRRSS,nulls,RRRUSSSSSSSRRSS,nulls+minors,RRRUSSSSSSSRRSS
ERR2510863,basic,RRRRUSSSUSSRSSS,nulls,RRRRUSSSUSSRSSS,nulls+minors,RRRRUSSSUSSRSSS
ERR2510864,basic,RRRRSSSSSURRSRR,nulls,RRRRSSSSSURRSRR,nulls+minors,RRRRSSSSSURRSRR
ERR2510865,basic,RRRRSSSSSUSUSSS,nulls,RRRRSSSSSUSUSSS,nulls+minors,RRRRSSSSSUSUSSS
ERR2510867,basic,RRURSSRRSUSRUSR,nulls,RRURSSRRSUSRUSR,nulls+minors,RRURSSRRSUSRUSR
ERR2510868,basic,RRSSSSSSSSSRUSS,nulls,RRSSSSSSSSSRUSS,nulls+minors,RRSSSSSSSSSRUSS
ERR2510872,basic,RRRRSSSSSSRUURR,nulls,RRRRSSSSSSRUURR,nulls+minors,RRRRSSSSSSRUURR
ERR2510880,basic,RRRUSSSSSSSRRRS,nulls,RRRUSSSSSSSRRRS,nulls+minors,RRRUSSSSSSSRRRS
ERR2510881,basic,RRSRSSSSSSURRRS,nulls,RRSRSSSSSSURRRS,nulls+minors,RRSRSSSSSSURRRS
ERR2510882,basic,RRRRSSRRSURRRRR,nulls,RRRRSSRRSURRRRR,nulls+minors,RRRRSSRRSURRRRR
ERR2515107,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR2515108,basic,SSSSSSSSSRSSSSS,nulls,SSSSSSSSSRSSSSS,nulls+minors,SSSSSSSSSRSSSSS
ERR2515109,basic,RRSRSSSSSSSSSSS,nulls,RRSRSSSSSSSSSSS,nulls+minors,RRSRSSSSSSSSSSS
ERR2515112,basic,RRRRSSSSUSSRRSS,nulls,RRRRSSSSUSSRRSS,nulls+minors,RRRRSSSSUSSRRSS
ERR2515113,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515114,basic,RSSSSSSSSSSSSSS,nulls,RSSSSSSSSSSSSSS,nulls+minors,RSSSSSSSSSSSSSS
ERR2515117,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515118,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515119,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515125,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515126,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR2515127,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515130,basic,RRRSSSUUSSUURUU,nulls,RRRSSSUUSSUURUU,nulls+minors,RRRSSSUUSSUURUU
ERR2515147,basic,RRRRSUSSSUUUUUU,nulls,RRRRSUSSSUUUUUU,nulls+minors,RRRRSUSSSUUUUUU
ERR2515152,basic,RRRRSSUUSSSRSSS,nulls,RRRRSSUUSSSRSSS,nulls+minors,RRRRSSUUSSRRSRR
ERR2515158,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515160,basic,SSRSSSSSSSSSSSS,nulls,SSRSSSSSSSSSSSS,nulls+minors,SSRSSSSSSSSSSSS
ERR2515163,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR2515164,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515166,basic,RRSRSSSSSUSUSSS,nulls,RRSRSSSSSUSUSSS,nulls+minors,RRSRSSSSSUSUSSS
ERR2515167,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515168,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515169,basic,RSSRSSSSSSSSSSS,nulls,RSSRSSSSSSSSSSS,nulls+minors,RSSRSSSSSSSSSSS
ERR2515171,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515182,basic,RRRRSSSSSUUUUUU,nulls,RRRRSSSSSUUUUUU,nulls+minors,RRRRSSSSSUUUUUU
ERR2515185,basic,RRRRSSSSSSSSRSS,nulls,RRRRSSSSSSSSRSS,nulls+minors,RRRRSSSSSSSSRSS
ERR2515187,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515189,basic,RRSSSSSSSSSSSSS,nulls,RRSSSSSSSSSSSSS,nulls+minors,RRSSSSSSSSSSSSS
ERR2515190,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515193,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515199,basic,RRRUSSSSSURRRRR,nulls,RRRUSSSSSURRRRR,nulls+minors,RRRUSSRRSURRRRR
ERR2515202,basic,RRRRSSUUSSSRSSS,nulls,RRRRSSUUSSSRSSS,nulls+minors,RRRRSSUUSSSRSSS
ERR2515207,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515208,basic,SSSUSSSSSSSSSSS,nulls,SSSUSSSSSSSSSSS,nulls+minors,SSSUSSSSSSSSSSS
ERR2515209,basic,RRSUSSSSUSSSRSS,nulls,RRSUSSSSUSSSRSS,nulls+minors,RRSUSSSSUSSSRSS
ERR2515210,basic,RRRSSSSSSUSRRSS,nulls,RRRSSSSSSUSRRSS,nulls+minors,RRRSSSSSSUSRRSS
ERR2515213,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR2515214,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515216,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515218,basic,SRSSSSUUSSSSSSS,nulls,SRSSSSUUSSSSSSS,nulls+minors,SRSSSSUUSSSSSSS
ERR2515222,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515227,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR2515228,basic,SSSSSSSSSSSSUSS,nulls,SSSSSSSSSSSSUSS,nulls+minors,SSSSSSSSSSSSUSS
ERR2515230,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515238,basic,RRRRSSRRSSRRURR,nulls,RRRRSSRRSSRRURR,nulls+minors,RRRRSSRRSSRRURR
ERR2515240,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515246,basic,RRRSSSSSSUSRRSS,nulls,RRRSSSSSSUSRRSS,nulls+minors,RRRSSSSSSUSRRSS
ERR2515247,basic,RRRRSSSSSSUUUUU,nulls,RRRRSSSSSSUUUUU,nulls+minors,RRRRSSSSSSUUUUU
ERR2515248,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRRSSSSSSSSSSSS
ERR2515249,basic,RRRRSSUUSSSRRUS,nulls,RRRRSSUUSSSRRUS,nulls+minors,RRRRSSUUSSSRRUS
ERR2515251,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515252,basic,RRRRSSUUSSSRRUS,nulls,RRRRSSUUSSSRRUS,nulls+minors,RRRRSSUUSSSRRUS
ERR2515255,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,RRRSSSRRSSSRRSS
ERR2515257,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515260,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515261,basic,RSRSSSSSSSSUSSS,nulls,RSRSSSSSSSSUSSS,nulls+minors,RSRSSSSSSSSUSSS
ERR2515264,basic,RRRUSSRRSUSRRSS,nulls,RRRUSSRRSUSRRSS,nulls+minors,RRRUSSRRSUSRRSS
ERR2515265,basic,RRRRSSSSSUSRSSS,nulls,RRRRSSSSSUSRSSS,nulls+minors,RRRRSSSSSUSRSSS
ERR2515266,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR2515272,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515274,basic,SSSUSSUUSUSSSSS,nulls,SSSUSSUUSUSSSSS,nulls+minors,SSSUSSUUSUSSSSS
ERR2515275,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515278,basic,SSSUSSUUSUSSSSS,nulls,SSSUSSUUSUSSSSS,nulls+minors,SSSUSSUUSUSSSSS
ERR2515281,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515284,basic,RRRSSSSSSUSRRSS,nulls,RRRSSSSSSUSRRSS,nulls+minors,RRRSSSSSSUSRRSS
ERR2515289,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515295,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515300,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515301,basic,RRRRSSRRSSRRURR,nulls,RRRRSSRRSSRRURR,nulls+minors,RRRRSSRRSSRRURR
ERR2515303,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515304,basic,RRRRSSRRUSSRRUS,nulls,RRRRSSRRUSSRRUS,nulls+minors,RRRRSSRRUSSRRUS
ERR2515310,basic,RRRRSSRRSSUUUUU,nulls,RRRRSSRRSSUUUUU,nulls+minors,RRRRSSRRSSUUUUU
ERR2515318,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515319,basic,RRRRSURRSSRRRRR,nulls,RRRRSURRSSRRRRR,nulls+minors,RRRRSURRSSRRRRR
ERR2515323,basic,SSSSSSUUSSSSSSS,nulls,SSSSSSUUSSSSSSS,nulls+minors,SSSSSSUUSSSSSSS
ERR2515325,basic,RRSSSSSSUSSSRSS,nulls,RRSSSSSSUSSSRSS,nulls+minors,RRSSSSSSUSSSRSS
ERR2515326,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515327,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515330,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515331,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR2515332,basic,SSSSSSSSSRSSSSS,nulls,SSSSSSSSSRSSSSS,nulls+minors,SSSSSSSSSRSSSSS
ERR2515336,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515342,basic,RRRRSSUUSSSRRUS,nulls,RRRRSSUUSSSRRUS,nulls+minors,RRRRSSUUSSSRRUS
ERR2515343,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515346,basic,RRRRSSSSSSURRUU,nulls,RRRRSSSSSSURRUU,nulls+minors,RRRRSSSSSSURRUU
ERR2515349,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515352,basic,SSSSSSUUSSSSSSS,nulls,SSSSSSUUSSSSSSS,nulls+minors,SSSSSSUUSSSSSSS
ERR2515353,basic,RRRRSSSSSUSRSSS,nulls,RRRRSSSSSUSRSSS,nulls+minors,RRRRSSSSSUSRSSS
ERR2515356,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR2515357,basic,SSSSSUSSSSSSSSS,nulls,SSSSSUSSSSSSSSS,nulls+minors,SSSSSUSSSSSSSSS
ERR2515359,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515360,basic,SSSSSUSSSUSUUSS,nulls,SSSSSUSSSUSUUSS,nulls+minors,SSSSSUSSSUSUUSS
ERR2515361,basic,RRRUSSRRSURRRRR,nulls,RRRUSSRRSURRRRR,nulls+minors,RRRUSSRRSURRRRR
ERR2515363,basic,SSSSSUSSSSSSSSS,nulls,SSSSSUSSSSSSSSS,nulls+minors,SSSSSUSSSSSSSSS
ERR2515367,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515370,basic,SSSSSSUUSUSSSSS,nulls,SSSSSSUUSUSSSSS,nulls+minors,SSSSSSUUSUSSSSS
ERR2515371,basic,RRURSSRRSUSRUSS,nulls,RRURSSRRSUSRUSS,nulls+minors,RRURSSRRSUSRUSS
ERR2515377,basic,SSSSSSSSSRSSSSS,nulls,SSSSSSSSSRSSSSS,nulls+minors,SSSSSSSSSRSSSSS
ERR2515379,basic,SSSSSSUUSSSSSSS,nulls,SSSSSSUUSSSSSSS,nulls+minors,SSSSSSUUSSSSSSS
ERR2515381,basic,SUSSSSUUSSSUUSS,nulls,SUSSSSUUSSSUUSS,nulls+minors,SUSSSSUUSSSUUSS
ERR2515383,basic,SSSSSSSSSRSSSSS,nulls,SSSSSSSSSRSSSSS,nulls+minors,SSSSSSSSSRSSSSS
ERR2515385,basic,RSSSSSSSSUSRRSS,nulls,RSSSSSSSSUSRRSS,nulls+minors,RSSSSSSSSUSRRSS
ERR2515388,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515390,basic,RRRRSSSSSSSRSSS,nulls,RRRRSSSSSSSRSSS,nulls+minors,RRRRSSSSSSSRSSS
ERR2515392,basic,SSSSSSUUSUSSSSS,nulls,SSSSSSUUSUSSSSS,nulls+minors,SSSSSSUUSUSSSSS
ERR2515394,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515397,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515399,basic,SSSSSSSSSRSSSSS,nulls,SSSSSSSSSRSSSSS,nulls+minors,SSSSSSSSSRSSSSS
ERR2515400,basic,RRRRSUSSSRSSRSS,nulls,RRRRSUSSSRSFRSS,nulls+minors,RRRRSUSSSRSFRSS
ERR2515403,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR2515407,basic,RRRUSSRRSSSRRSS,nulls,RRRUSSRRSSSRRSS,nulls+minors,RRRUSSRRSSSRRSS
ERR2515409,basic,RRRSSSSSSUSRSSS,nulls,RRRSSSSSSUSRSSS,nulls+minors,RRRSSSSSSUSRSSS
ERR2515410,basic,RRRRSSSSSUSRSSS,nulls,RRRRSSSSSUSRSSS,nulls+minors,RRRRSSSSSUSRSSS
ERR2515412,basic,SSSUSSUUSUSSSSS,nulls,SSSUSSUUSUSSSSS,nulls+minors,SSSUSSUUSUSSSSS
ERR2515417,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR2515418,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515420,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515423,basic,RRRRSSSSSSSURSS,nulls,RRRRSSSSSSSURSS,nulls+minors,RRRRSSSSSSSURSS
ERR2515424,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR2515428,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
