UNIQUEID,WCHG_ID,ENA_RUN_ACCESSION,ENA_SAMPLE_ACCESSION,ENA_STUDY_ACCESSION,HAS_ALL_DRUGS,N_SUSCEPTIBLE,N_RESISTANT,N_DRUGS,BDQ,CAP,LZD,PZA,STM,FASTQ_FTP
site.10.subj.XN00631034.lab.XN00631034.iso.1,,ERR8975672,SAMEA8718798,PRJEB44577,False,2,1,3,R,,S,S,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/002/ERR8975672/ERR8975672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/002/ERR8975672/ERR8975672_2.fastq.gz
site.11.subj.MDR054.lab.SWE-42.iso.1,,SRR1162725,SAMN02414857,PRJNA229222,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/005/SRR1162725/SRR1162725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/005/SRR1162725/SRR1162725_2.fastq.gz
site.11.subj.MDR054.lab.SWE-42.iso.1,,SRR1165593,SAMN02414857,PRJNA229222,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/003/SRR1165593/SRR1165593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/003/SRR1165593/SRR1165593_2.fastq.gz
site.11.subj.MDR054.lab.SWE-42.iso.1,,SRR1165503,SAMN02414857,PRJNA229222,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/003/SRR1165503/SRR1165503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/003/SRR1165503/SRR1165503_2.fastq.gz
site.11.subj.MDR054.lab.SWE-42.iso.1,,SRR1166714,SAMN02414857,PRJNA229222,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/004/SRR1166714/SRR1166714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/004/SRR1166714/SRR1166714_2.fastq.gz
site.11.subj.MDR058.lab.SWE-46.iso.1,,SRR1144827,SAMN02414866,PRJNA229231,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/007/SRR1144827/SRR1144827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/007/SRR1144827/SRR1144827_2.fastq.gz
site.11.subj.MDR058.lab.SWE-46.iso.1,,SRR1146352,SAMN02414866,PRJNA229231,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/002/SRR1146352/SRR1146352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/002/SRR1146352/SRR1146352_2.fastq.gz
site.11.subj.MDR058.lab.SWE-46.iso.1,,SRR1163205,SAMN02414866,PRJNA229231,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/005/SRR1163205/SRR1163205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/005/SRR1163205/SRR1163205_2.fastq.gz
site.11.subj.MDR058.lab.SWE-46.iso.1,,SRR1163350,SAMN02414866,PRJNA229231,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/000/SRR1163350/SRR1163350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/000/SRR1163350/SRR1163350_2.fastq.gz
site.11.subj.MDR064.lab.SWE-49.iso.1,,SRR1163085,SAMN02414873,PRJNA229238,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/005/SRR1163085/SRR1163085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/005/SRR1163085/SRR1163085_2.fastq.gz
site.11.subj.MDR064.lab.SWE-49.iso.1,,SRR1144833,SAMN02414873,PRJNA229238,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/003/SRR1144833/SRR1144833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/003/SRR1144833/SRR1144833_2.fastq.gz
site.11.subj.MDR064.lab.SWE-49.iso.1,,SRR1146289,SAMN02414873,PRJNA229238,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/009/SRR1146289/SRR1146289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/009/SRR1146289/SRR1146289_2.fastq.gz
site.11.subj.MDR064.lab.SWE-49.iso.1,,SRR1162968,SAMN02414873,PRJNA229238,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/008/SRR1162968/SRR1162968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/008/SRR1162968/SRR1162968_2.fastq.gz
site.11.subj.MDR068.lab.SWE-53.iso.1,,SRR1144753,SAMN02414879,PRJNA229244,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/003/SRR1144753/SRR1144753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/003/SRR1144753/SRR1144753_2.fastq.gz
site.11.subj.MDR068.lab.SWE-53.iso.1,,SRR1146380,SAMN02414879,PRJNA229244,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/000/SRR1146380/SRR1146380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/000/SRR1146380/SRR1146380_2.fastq.gz
site.11.subj.MDR068.lab.SWE-53.iso.1,,SRR1162792,SAMN02414879,PRJNA229244,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/002/SRR1162792/SRR1162792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/002/SRR1162792/SRR1162792_2.fastq.gz
site.11.subj.MDR068.lab.SWE-53.iso.1,,SRR1166871,SAMN02414879,PRJNA229244,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/001/SRR1166871/SRR1166871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/001/SRR1166871/SRR1166871_2.fastq.gz
site.11.subj.MDR070.lab.SWE-55.iso.1,,SRR1146381,SAMN02414881,PRJNA229246,False,2,1,3,,R,S,S,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/001/SRR1146381/SRR1146381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/001/SRR1146381/SRR1146381_2.fastq.gz
site.11.subj.MDR070.lab.SWE-55.iso.1,,SRR1162969,SAMN02414881,PRJNA229246,False,2,1,3,,R,S,S,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/009/SRR1162969/SRR1162969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/009/SRR1162969/SRR1162969_2.fastq.gz
site.11.subj.MDR070.lab.SWE-55.iso.1,,SRR1163008,SAMN02414881,PRJNA229246,False,2,1,3,,R,S,S,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/008/SRR1163008/SRR1163008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/008/SRR1163008/SRR1163008_2.fastq.gz
site.11.subj.MDR070.lab.SWE-55.iso.1,,SRR1144828,SAMN02414881,PRJNA229246,False,2,1,3,,R,S,S,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/008/SRR1144828/SRR1144828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/008/SRR1144828/SRR1144828_2.fastq.gz
site.11.subj.MDR073.lab.SWE-58.iso.1,,SRR1162958,SAMN02414886,PRJNA229251,False,0,2,2,,R,,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/008/SRR1162958/SRR1162958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/008/SRR1162958/SRR1162958_2.fastq.gz
site.11.subj.MDR073.lab.SWE-58.iso.1,,SRR1144769,SAMN02414886,PRJNA229251,False,0,2,2,,R,,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/009/SRR1144769/SRR1144769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/009/SRR1144769/SRR1144769_2.fastq.gz
site.11.subj.MDR073.lab.SWE-58.iso.1,,SRR1163046,SAMN02414886,PRJNA229251,False,0,2,2,,R,,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/006/SRR1163046/SRR1163046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/006/SRR1163046/SRR1163046_2.fastq.gz
site.11.subj.MDR073.lab.SWE-58.iso.1,,SRR1146347,SAMN02414886,PRJNA229251,False,0,2,2,,R,,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/007/SRR1146347/SRR1146347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/007/SRR1146347/SRR1146347_2.fastq.gz
site.11.subj.MDR074.lab.SWE-59.iso.1,,SRR1163093,SAMN02414887,PRJNA229252,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/003/SRR1163093/SRR1163093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/003/SRR1163093/SRR1163093_2.fastq.gz
site.11.subj.MDR074.lab.SWE-59.iso.1,,SRR1144785,SAMN02414887,PRJNA229252,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/005/SRR1144785/SRR1144785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/005/SRR1144785/SRR1144785_2.fastq.gz
site.11.subj.MDR074.lab.SWE-59.iso.1,,SRR1146301,SAMN02414887,PRJNA229252,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/001/SRR1146301/SRR1146301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/001/SRR1146301/SRR1146301_2.fastq.gz
site.11.subj.MDR074.lab.SWE-59.iso.1,,SRR1163179,SAMN02414887,PRJNA229252,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/009/SRR1163179/SRR1163179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/009/SRR1163179/SRR1163179_2.fastq.gz
site.11.subj.MDR075.lab.SWE-60.iso.1,,SRR1144816,SAMN02414890,PRJNA229255,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/006/SRR1144816/SRR1144816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/006/SRR1144816/SRR1144816_2.fastq.gz
site.11.subj.MDR075.lab.SWE-60.iso.1,,SRR1163327,SAMN02414890,PRJNA229255,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/007/SRR1163327/SRR1163327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/007/SRR1163327/SRR1163327_2.fastq.gz
site.11.subj.MDR075.lab.SWE-60.iso.1,,SRR1163344,SAMN02414890,PRJNA229255,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/004/SRR1163344/SRR1163344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/004/SRR1163344/SRR1163344_2.fastq.gz
site.11.subj.MDR075.lab.SWE-60.iso.1,,SRR1146359,SAMN02414890,PRJNA229255,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/009/SRR1146359/SRR1146359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/009/SRR1146359/SRR1146359_2.fastq.gz
site.11.subj.MDR085.lab.SWE-68.iso.1,,SRR1163360,SAMN02414903,PRJNA229268,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/000/SRR1163360/SRR1163360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/000/SRR1163360/SRR1163360_2.fastq.gz
site.11.subj.MDR085.lab.SWE-68.iso.1,,SRR1163147,SAMN02414903,PRJNA229268,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/007/SRR1163147/SRR1163147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/007/SRR1163147/SRR1163147_2.fastq.gz
site.11.subj.MDR085.lab.SWE-68.iso.1,,SRR1144746,SAMN02414903,PRJNA229268,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/006/SRR1144746/SRR1144746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/006/SRR1144746/SRR1144746_2.fastq.gz
site.11.subj.MDR085.lab.SWE-68.iso.1,,SRR1146271,SAMN02414903,PRJNA229268,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/001/SRR1146271/SRR1146271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/001/SRR1146271/SRR1146271_2.fastq.gz
site.11.subj.MDR086.lab.SWE-69.iso.1,,SRR1163218,SAMN02414904,PRJNA229269,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/008/SRR1163218/SRR1163218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/008/SRR1163218/SRR1163218_2.fastq.gz
site.11.subj.MDR086.lab.SWE-69.iso.1,,SRR1144765,SAMN02414904,PRJNA229269,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/005/SRR1144765/SRR1144765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/005/SRR1144765/SRR1144765_2.fastq.gz
site.11.subj.MDR086.lab.SWE-69.iso.1,,SRR1163473,SAMN02414904,PRJNA229269,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/003/SRR1163473/SRR1163473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/003/SRR1163473/SRR1163473_2.fastq.gz
site.11.subj.MDR086.lab.SWE-69.iso.1,,SRR1146296,SAMN02414904,PRJNA229269,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/006/SRR1146296/SRR1146296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/006/SRR1146296/SRR1146296_2.fastq.gz
site.11.subj.MDR100.lab.SWE-76.iso.1,,SRR1163087,SAMN02414916,PRJNA229281,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/007/SRR1163087/SRR1163087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/007/SRR1163087/SRR1163087_2.fastq.gz
site.11.subj.MDR100.lab.SWE-76.iso.1,,SRR1144810,SAMN02414916,PRJNA229281,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/000/SRR1144810/SRR1144810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/000/SRR1144810/SRR1144810_2.fastq.gz
site.11.subj.MDR100.lab.SWE-76.iso.1,,SRR1162881,SAMN02414916,PRJNA229281,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/001/SRR1162881/SRR1162881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/001/SRR1162881/SRR1162881_2.fastq.gz
site.11.subj.MDR100.lab.SWE-76.iso.1,,SRR1146417,SAMN02414916,PRJNA229281,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/007/SRR1146417/SRR1146417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/007/SRR1146417/SRR1146417_2.fastq.gz
site.11.subj.MDR106.lab.SWE-82.iso.1,,SRR1146278,SAMN02414923,PRJNA229288,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/008/SRR1146278/SRR1146278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/008/SRR1146278/SRR1146278_2.fastq.gz
site.11.subj.MDR106.lab.SWE-82.iso.1,,SRR1163141,SAMN02414923,PRJNA229288,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/001/SRR1163141/SRR1163141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/001/SRR1163141/SRR1163141_2.fastq.gz
site.11.subj.MDR106.lab.SWE-82.iso.1,,SRR1144804,SAMN02414923,PRJNA229288,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/004/SRR1144804/SRR1144804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/004/SRR1144804/SRR1144804_2.fastq.gz
site.11.subj.MDR106.lab.SWE-82.iso.1,,SRR1163300,SAMN02414923,PRJNA229288,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/000/SRR1163300/SRR1163300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/000/SRR1163300/SRR1163300_2.fastq.gz
site.11.subj.MDR109.lab.SWE-85.iso.1,,SRR1144758,SAMN02414926,PRJNA229291,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/008/SRR1144758/SRR1144758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/008/SRR1144758/SRR1144758_2.fastq.gz
site.11.subj.MDR109.lab.SWE-85.iso.1,,SRR1146320,SAMN02414926,PRJNA229291,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/000/SRR1146320/SRR1146320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/000/SRR1146320/SRR1146320_2.fastq.gz
site.11.subj.MDR109.lab.SWE-85.iso.1,,SRR1162800,SAMN02414926,PRJNA229291,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/000/SRR1162800/SRR1162800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/000/SRR1162800/SRR1162800_2.fastq.gz
site.11.subj.MDR109.lab.SWE-85.iso.1,,SRR1166876,SAMN02414926,PRJNA229291,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/006/SRR1166876/SRR1166876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/006/SRR1166876/SRR1166876_2.fastq.gz
site.11.subj.MDR112.lab.SWE-87.iso.1,,SRR1144784,SAMN02414930,PRJNA229295,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/004/SRR1144784/SRR1144784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/004/SRR1144784/SRR1144784_2.fastq.gz
site.11.subj.MDR112.lab.SWE-87.iso.1,,SRR1162796,SAMN02414930,PRJNA229295,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/006/SRR1162796/SRR1162796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/006/SRR1162796/SRR1162796_2.fastq.gz
site.11.subj.MDR112.lab.SWE-87.iso.1,,SRR1146330,SAMN02414930,PRJNA229295,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/000/SRR1146330/SRR1146330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/000/SRR1146330/SRR1146330_2.fastq.gz
site.11.subj.MDR112.lab.SWE-87.iso.1,,SRR1166925,SAMN02414930,PRJNA229295,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/005/SRR1166925/SRR1166925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/005/SRR1166925/SRR1166925_2.fastq.gz
site.11.subj.MDR114.lab.SWE-89.iso.1,,SRR1144772,SAMN02414932,PRJNA229297,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/002/SRR1144772/SRR1144772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/002/SRR1144772/SRR1144772_2.fastq.gz
site.11.subj.MDR114.lab.SWE-89.iso.1,,SRR1146339,SAMN02414932,PRJNA229297,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/009/SRR1146339/SRR1146339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/009/SRR1146339/SRR1146339_2.fastq.gz
site.11.subj.MDR114.lab.SWE-89.iso.1,,SRR1163306,SAMN02414932,PRJNA229297,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/006/SRR1163306/SRR1163306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/006/SRR1163306/SRR1163306_2.fastq.gz
site.11.subj.MDR114.lab.SWE-89.iso.1,,SRR1163459,SAMN02414932,PRJNA229297,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/009/SRR1163459/SRR1163459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/009/SRR1163459/SRR1163459_2.fastq.gz
site.11.subj.MDR115.lab.SWE-90.iso.1,,SRR1144788,SAMN02414933,PRJNA229298,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/008/SRR1144788/SRR1144788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/008/SRR1144788/SRR1144788_2.fastq.gz
site.11.subj.MDR115.lab.SWE-90.iso.1,,SRR1162865,SAMN02414933,PRJNA229298,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/005/SRR1162865/SRR1162865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/005/SRR1162865/SRR1162865_2.fastq.gz
site.11.subj.MDR115.lab.SWE-90.iso.1,,SRR1146325,SAMN02414933,PRJNA229298,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/005/SRR1146325/SRR1146325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/005/SRR1146325/SRR1146325_2.fastq.gz
site.11.subj.MDR115.lab.SWE-90.iso.1,,SRR1162855,SAMN02414933,PRJNA229298,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/005/SRR1162855/SRR1162855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/005/SRR1162855/SRR1162855_2.fastq.gz
site.11.subj.MDR118.lab.SWE-93.iso.1,,SRR1163078,SAMN02414936,PRJNA229301,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/008/SRR1163078/SRR1163078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/008/SRR1163078/SRR1163078_2.fastq.gz
site.11.subj.MDR118.lab.SWE-93.iso.1,,SRR1144762,SAMN02414936,PRJNA229301,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/002/SRR1144762/SRR1144762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/002/SRR1144762/SRR1144762_2.fastq.gz
site.11.subj.MDR118.lab.SWE-93.iso.1,,SRR1146290,SAMN02414936,PRJNA229301,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/000/SRR1146290/SRR1146290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/000/SRR1146290/SRR1146290_2.fastq.gz
site.11.subj.MDR118.lab.SWE-93.iso.1,,SRR1163478,SAMN02414936,PRJNA229301,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/008/SRR1163478/SRR1163478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/008/SRR1163478/SRR1163478_2.fastq.gz
site.11.subj.MDR119.lab.SWE-94.iso.1,,SRR1165546,SAMN02414937,PRJNA229302,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/006/SRR1165546/SRR1165546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/006/SRR1165546/SRR1165546_2.fastq.gz
site.11.subj.MDR119.lab.SWE-94.iso.1,,SRR1162749,SAMN02414937,PRJNA229302,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/009/SRR1162749/SRR1162749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/009/SRR1162749/SRR1162749_2.fastq.gz
site.11.subj.MDR119.lab.SWE-94.iso.1,,SRR1165521,SAMN02414937,PRJNA229302,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/001/SRR1165521/SRR1165521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/001/SRR1165521/SRR1165521_2.fastq.gz
site.11.subj.MDR119.lab.SWE-94.iso.1,,SRR1166816,SAMN02414937,PRJNA229302,False,2,1,3,,S,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/006/SRR1166816/SRR1166816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/006/SRR1166816/SRR1166816_2.fastq.gz
site.11.subj.MDR121.lab.SWE-95.iso.1,,SRR1165369,SAMN02414938,PRJNA229303,False,3,0,3,,S,S,S,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/009/SRR1165369/SRR1165369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/009/SRR1165369/SRR1165369_2.fastq.gz
site.11.subj.MDR121.lab.SWE-95.iso.1,,SRR1166804,SAMN02414938,PRJNA229303,False,3,0,3,,S,S,S,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/004/SRR1166804/SRR1166804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/004/SRR1166804/SRR1166804_2.fastq.gz
site.11.subj.MDR121.lab.SWE-95.iso.1,,SRR1162836,SAMN02414938,PRJNA229303,False,3,0,3,,S,S,S,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/006/SRR1162836/SRR1162836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/006/SRR1162836/SRR1162836_2.fastq.gz
site.11.subj.MDR121.lab.SWE-95.iso.1,,SRR1167099,SAMN02414938,PRJNA229303,False,3,0,3,,S,S,S,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/009/SRR1167099/SRR1167099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/009/SRR1167099/SRR1167099_2.fastq.gz
site.11.subj.MDR122.lab.SWE-96.iso.1,,SRR1165525,SAMN02414939,PRJNA229304,False,1,2,3,,R,S,R,,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/005/SRR1165525/SRR1165525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/005/SRR1165525/SRR1165525_2.fastq.gz
